ཨང།,ཆོས་མཚན།,,སྡེ་ཚན། སྤྱིའི་དེབ་གྲངས།,མཛད་པ་པོ།,དཔེ་བསྡུར་གྱི་ཤོག་གྲངས།,པེ་ཅིང་ཤོག་གྲངས།,སྡེ་དགེའི་ཤོག་གྲངས།,ཆོས་ཚན་ཨང།,པེ་ཅིན་བསྡོམས།,Peking pgs.,548,Peking vol.,1,,པོད་དང་པོའི་བསྡོམས།,གཉིས་པ་དང་གསུམ་པའི་བསྡོམས།,སྡེ་དགེའི་ཤོག་གྲངས།,Derge pgs.,26819,Derge vol.,45,,,,,,,,,,
467,འདུལ་བའི་མདོ།,15-4,འདུལ་བ། ཝུ།88,བཙུན་པ་ཡོན་ཏན་འོད།,837-1082,ཟུ1བ-109བ,ཝུ1བ-100ན,,,,,,,,200,,ཝུ,1,b,100,a,,,,,,,,,,
468,ལས་བརྒྱ་རྩ་གཅིག་པ།,15-5,འདུལ་བ། ཝུ།88,ཡོན་ཏན་འོད།,1105-1492,ཟུ109བ-298ན,ཝུ100བ-259ན,,,,,,,,320,,ཝུ,100,b,259,a,,,,,,,,,,
469,འདུལ་བའི་མདོའི་འགྲེལ་པ་མངོན་པར་བརྗོད་པ་རང་གི་རྣམ་པར་བཤད་པ་ཞེས་བྱ་བ།,15-6-7,འདུལ་བ། ཞུ་དང་ཟུ།89,སློབ་དཔོན་ཡོན་ཏན་འོད།,3-705དང་761-1444,འུ1བ1-328ན5ཡུ1བ-342ན,ཞུ1བ1-278ན7ཟུ1བ-274ན,,,,,,,,556,546,ཞུ,1,b,278,a,ཟུ,1,b,274,a,,,,,
470,འདུལ་བ་མདོའི་རྣམ་པར་བཤད་པ།,15-8,འདུལ་བ། རུ།92,སློབ་དཔོན་པྲཛྙཱ་ཀ་ར།,3-667,ཤུ1བ1-314ན6,རུ1བ1-263ན7,,,,,,,,526,,རུ,1,b,263,a,,,,,,,,,,
471,འདུལ་བ་མདོའི་འགྲེལ་པ།,15-9,འདུལ་བ། ལུ།92,སློབ་དཔོན་ཡོན་ཏན་འོད།,739-1581,སུ1བ-429ན,ལུ1བ-344ན,,,,,,,,688,,ལུ,1,b,344,a,,,,,,,,,,
472,འཕགས་པ་གཞི་ཐམས་ཅད་ཡོད་པར་སྨྲ་བའི་དགེ་ཚུལ་གྱི་ཚིག་ལེའུར་བྱས་པ།,16-1,འདུལ་བ། ཤུ།93,སློབ་དཔོན་ཤཱཀྱ་འོད།,167-196,ཧུ67ན-79བ,ཤུ63ན-74ན,,,,,,,,23,,ཤུ,63,a,74,a,,,,,,,,,,
473,འཕགས་པ་གཞི་ཐམས་ཅད་ཡོད་པར་སྨྲ་བའི་དགེ་ཚུལ་གྱི་ཚིག་ལེའུར་བྱས་པའི་འགྲེལ་པ་འོད་ལྡན།,16-2,འདུལ་བ། ཤུ།93,སློབ་དཔོན་ཤཱཀྱ་འོད།,200-444,ཧུ79བ-184བ,ཤུ74ན-162བ,,,,,,,,176,,ཤུ,74,a,162,b,,,,,,,,,,
474,འཕགས་པ་གཞི་ཐམས་ཅད་ཡོད་པར་སྨྲ་བའི་དགེ་ཚུལ་གྱི་ཚིག་ལེའུར་བྱས་པ།,1-110,འདུལ་བ། སུ།93,སློབ་དཔོན་ཀླུ་སྒྲུབ།,735-731,ཨུ1བ-5ན,སུ1བ-4བ,,,,,,,,7,,སུ,1,b,4,b,,,,,,,,,,
475,དགེ་སྦྱོང་གི་ཀཱ་རི་ཀཱ་ལྔ་བཅུ་པ་མདོ་ཙམ་དུ་བཤད་པ།,8-30,འདུལ་བ། སུ།93,སློབ་དཔོན་ཀ་མ་ལ་ཤྲཱི་ལ།,733-794,ཨུ5ན-35བ,སུ4བ-28ན,,,,,,,,50,,སུ,4,b,28,a,,,,,,,,,,
476,དགེ་ཚུལ་གྱི་དང་པོའི་ལོ་དྲི་བ།,17-162,འདུལ་བ། སུ།93,དཱི་པཾ་ཀ་ར།,904-909,ཨུ78ན3-80ན5,སུ64ན5-66ན1,,,,,,,,5,,སུ,64,a,66,a,,,,,,,,,,
477,དགེ་སློང་གི་དང་པོའི་ལོ་དྲི་བ།,17-163,འདུལ་བ། སུ།93,དཱི་པཾ་ཀ་ར།,911-923,ཨུ317ན1-323ན8,སུ66ན1-70བ3,,,,,,,,8,,སུ,66,a,70,b,,,,,,,,,,
478,སྡེ་པ་ཐ་དད་པར་བྱེད་པ་དང་རྣམ་པར་བཤད་པ།,4-11,འདུལ་བ། སུ།93,ལེགས་ལྡན་འབྱེད།,1144-1165,ཨུ177ན1-187བ3,སུ147ན3-154བ3,,,,,,,,14,,སུ,147,a,154,b,,,,,,,,,,
479,བསླབ་པ་བཅུའི་ཆོ་ག,1-111,འདུལ་བ། སུ།93,ཀླུ་སྒྲུབ།,1443-1445,འདི་ཆད།,སུ352བ-353ན,,,,,,,,4,,སུ,352,b,353,a,,,,,,,,,,
8,སྐྱེས་པའི་རབས་ཀྱི་རྒྱ་ཆེར་བཤད་པ།,,སྐྱེས་རབས། ཧུ།,དྷརྨ་ཀཱིརྟི།,386-873,ཀེ152བ-394ན,ཧུ135བ-340ན,,,,,,,,412,,ཧུ,135,b,340,a,,,,,,,,,,
480,རྒྱལ་པོ་གཏམ་བྱ་བ་རིན་པོ་ཆེའི་ཕྲེང་བ།,1-112,སྐྱེས་རབས། གེ། 96,འཕགས་པ་ཀླུ་སྒྲུབ།,288-335,ངེ129ན-152བ,གེ107ན-126ན༌,,,,,,,,39,,གེ,107,a,126,a,,,,,,,,,,
481,རྨི་ལམ་ཡིད་བཞིན་ནོར་བུའི་གཏམ།,1-113,སྐྱེས་རབས། གེ། 96,འཕགས་པ་ཀླུ་སྒྲུབ།,445-449,ངེ198བ-200བ,གེ165ན-166བ,,,,,,,,2,,གེ,165,a,166,b,,,,,,,,,,
482,སྦྱིན་པའི་གཏམ།,1-114,སྐྱེས་རབས། གེ། 96,སློབ་དཔོན་ཀླུ་སྒྲུབ།,450-452,ངེ200བ-201ན,གེ166བ-167བ,,,,,,,,3,,གེ,166,b,167,b,,,,,,,,,,
483,སྲིད་པ་ལས་འདས་པའི་གཏམ།,1-115,སྐྱེས་རབས། གེ། 96,འཕགས་པ་ཀླུ་སྒྲུབ།,453-455,ངེ201ན-202ན,གེ167བ-168ན,,,,,,,,4,,གེ,167,b,168,a,,,,,,,,,,
484,ཡོན་ཏན་བདུན་ཡོངས་སུ་བརྗོད་པའི་གཏམ།,10-29,སྐྱེས་རབས། གེ། 96,སློབ་དཔོན་དབྱིག་གཉེན།,456-459,ངེ202ན-203ན,གེ168ན-169ན,,,,,,,,3,,གེ,168,a,169,a,,,,,,,,,,
485,ཚུལ་ཁྲིམས་ཀྱི་གཏམ།,10-30,སྐྱེས་རབས། གེ། 96,སློབ་དཔོན་དབྱིག་གཉེན།,460-462,ངེ203ན-203བ,གེ169ན-169བ,,,,,,,,0,,གེ,169,a,169,b,,,,,,,,,,
486,ཚོགས་ཀྱི་གཏམ།,10-31,སྐྱེས་རབས། གེ། 96,སློབ་དཔོན་དབྱིག་གཉེན།,475-480,ངེ208བ-210ན,གེ173བ-175ན,,,,,,,,6,,གེ,173,b,175,a,,,,,,,,,,
487,འདོད་པའི་ཡོན་ཏན་ལྔའི་ཉེས་དམིགས་བཤད་པ།,10-32,སྤྲིང་ཡིག ངེ།96,སློབ་དཔོན་དབྱིག་གཉེན།,662-663,ངེ281ན-281བ,ངེ39ན-39བ,,,,,,,,0,,ངེ,39,a,39,b,,,,,,,,,,
488,བཤེས་པའི་སྤྲིང་ཡིག,1-116,སྤྲིང་ཡིག ངེ།96,འཕགས་པ་ཀླུ་སྒྲུབ།,669-684,ངེ282བ-290ན,ངེ40བ-46བ,,,,,,,,13,,ངེ,40,b,46,b,,,,,,,,,,
489,དྲི་མ་མེད་པ་རིན་པོ་ཆེའི་སྤྲིང་ཡིག་ཅེས་བྱ་བ།,17-161,སྤྲིང་ཡིག ངེ།96,དཱི་པཾ་ཤྲཱི་ཛྙཱ་ན།,758-763,ངེ320ན-322ན,ངེ70ན-71བ,,,,,,,,2,,ངེ,70,a,71,b,,,,,,,,,,
490,ལྷོ་ཟ་མོ་ཚངས་དབྱངས་ལ་སྡུག་བསྔལ་བརྒྱད་ཀྱི་བྱེ་བྲག་བསྟན་པ།,8-31,སྤྲིང་ཡིག ངེ།96,སློབ་དཔོན་ཀ་མ་ལ་ཤཱི་ལ།,937-942,འདི་མི་གསལ།,ངེ133ན-135ན,,,,,,,,5,,ངེ,133,a,135,a,,,,,,,,,,
491,དད་བསྐྱེད་སྒྲོན་མ།,8-32,སྤྲིང་ཡིག ངེ།96,སློབ་དཔོན་ཀ་མ་ལ་ཤཱི་ལ།,956-967,ངེ410ན-415བ,ངེ139ན-143ན,,,,,,,,9,,ངེ,139,a,143,a,,,,,,,,,,
492,ཚད་མ་ཀུན་ལས་བཏུས་པ་ཞེས་བྱ་བའི་རབ་ཏུ་བྱེད་པ།,11-10,ཚད་མ། ཅེ།97,སློབ་དཔོན་ཕྱོགས་གླང།,3-30,འདི་མི་གསལ།,ཅེ1བ-13ན,,,,,,,,26,,ཅེ,1,b,13,a,,,,,,,,,,
493,ཚད་མ་ཀུན་ལས་བཏུས་པ།,11-12,ཚད་མ། ཅེ།97,ཕྱོགས་གླང།,31-55,ཅེ1བ-13ན,འདི་མི་གསལ།,,24,ཅེ,1,b,13,a,,,འདི་མི་གསལ།,,,,,,,,,,,,,,
494,ཚད་མ་ཀུན་ལས་བཏུས་པའི་འགྲེལ་པ།,11-13,ཚད་མ། ཅེ།97,སློབ་དཔོན་ཕྱོགས་ཀྱི་གླང་པོ།,57-235,ཅེ13ན-93བ,ཅེ14ན-85བ,,,,,,,,142,,ཅེ,14,a,85,b,,,,,,,,,,
495,ཚད་མ་ཀུན་ལས་བཏུས་པའི་འགྲེལ་པ།,11-27,ཚད་མ། ཅེ།97,ཕྱོགས་གླང།,252-424,ཅེ93བ-177ན,འདི་མི་གསལ།,,168,ཅེ,93,b,177,a,,,འདི་མི་གསལ།,,,,,,,,,,,,,,
496,དམིགས་པ་བརྟག་པ།,11-14,ཚད་མ། ཅེ།97,ཕྱོགས་གླང།,430-431,ཅེ177ན-177བ,ཅེ86ན-86ན,,,,,,,,1,,ཅེ,86,a,86,a,,,,,,,,,,
497,དམིགས་པ་བརྟག་པའི་འགྲེལ་པ།,11-15,ཚད་མ། ཅེ།97,ཕྱོགས་ཀྱི་གླང་པོ།,432-436,ཅེ177བ-179ན,ཅེ86ན-87བ,,,,,,,,2,,ཅེ,86,a,87,b,,,,,,,,,,
498,དུས་གསུམ་བརྟག་པ་ཞེས་བྱ་བ།,11-16,ཚད་མ། ཅེ།97,ཕྱོགས་ཀྱི་གླང་པོ།,437-440,ཅེ179ན-180བ,ཅེ87བ-88བ,,,,,,,,3,,ཅེ,87,b,88,b,,,,,,,,,,
499,ཚད་མ་རིགས་པར་འཇུག་པའི་སྒོ་ཞེས་བྱ་བའི་རབ་ཏུ་བྱེད་པ།,11-17,ཚད་མ། ཅེ།97,ཕྱོགས་ཀྱི་གླང་པོ།,442-452,ཅེ180བ-184བ,འདི་མི་གསལ།,,9,ཅེ,180,b,184,b,,,འདི་མི་གསལ།,,,,,,,,,,,,,,
500,ཚད་མའི་བསྟན་བཅོས་རིགས་པ་ལ་འཇུག་པ་ཞེས་བྱ་བ།,11-21,ཚད་མ། ཅེ།97,ཕྱོགས་ཀྱི་གླང་པོ།,453-463,ཅེ184བ-189ན,ཅེ88བ-93ན,,,,,,,,12,,ཅེ,88,b,93,a,,,,,,,,,,
501,གཏན་ཚིགས་ཀྱི་འཁོར་ལོ་གཏན་ལ་དབབ་པ།,11-18,ཚད་མ། ཅེ།97,ཕྱོགས་ཀྱི་གླང་པོ།,465-467༌,ཅེ189ན-190ན,ཅེ93ན-93ན,,,,,,,,1,,ཅེ,93,a,93,a,,,,,,,,,,
502,ཚད་མ་རྣམ་འགྲེལ་གྱི་ཚིག་ལེའུར་བྱས་པ།,12-3,ཚད་མ། ཅེ།97,ཆོས་ཀྱི་གྲགས་པ།,469-602,ཅེ190ན-240བ,ཅེ94ན-151ན,,,,,,,,115,,ཅེ,94,a,151,a,,,,,,,,,,
503,ཚད་མ་རྣམ་པར་ངེས་པ།,12-4,ཚད་མ། ཅེ།97,ཆོས་ཀྱི་གྲགས་པ།,614-792,ཅེ250བ-329བ,ཅེ152བ-230ན,,,,,,,,158,,ཅེ,152,b,230,a,,,,,,,,,,
504,རིགས་པའི་ཐིགས་པ་ཞེས་བྱ་བའི་རབ་ཏུ་བྱེད་པ།,12-5,ཚད་མ། ཅེ།97,ཆོས་ཀྱི་གྲགས་པ།,812-829,ཅེ329བ-337ན,ཅེ221བ-138ན,,,,,,,,-164,,ཅེ,221,b,138,a,,,,,,,,,,
506,གཏན་ཚིགས་ཀྱི་ཐིགས་པ་ཞེས་བྱ་བའི་རབ་ཏུ་བྱེད་པ།,12-6,ཚད་མ། ཅེ།97,ཆོས་ཀྱི་གྲགས་པ།,832-874,ཅེ337ན-357ན,ཅེ238ན-255ན,,,,,,,,35,,ཅེ,238,a,255,a,,,,,,,,,,
507,འབྲེལ་བ་བརྟག་པའི་རབ་ཏུ་བྱེད་པ།,12-7,ཚད་མ། ཅེ།97,ཆོས་ཀྱི་གྲགས་པ།,880-883,ཅེ357ན-358ན,ཅེ255ན-256ན,,,,,,,,3,,ཅེ,255,a,256,a,,,,,,,,,,
508,འབྲེལ་བ་བརྟག་པའི་འགྲེལ་པ།,12-8,ཚད་མ། ཅེ།97,ཆོས་ཀྱི་གྲགས་པ།,884-898,ཅེ358ན-364བ,ཅེ256ན-261ན,,,,,,,,11,,ཅེ,256,a,261,a,,,,,,,,,,
509,ཚད་མ་རྣམ་འགྲེལ་གྱི་འགྲེལ་པ།,12-10,ཚད་མ། ཅེ།97,ཆོས་ཀྱི་གྲགས་པ།,900-1151,ཅེ404བ-535ན,ཅེ261བ-365ན,,,,,,,,210,,ཅེ,261,b,365,a,,,,,,,,,,
510,རྩོད་པའི་རིགས་པ་ཞེས་བྱ་བའི་རབ་ཏུ་བྱེད་པ།,12-11,ཚད་མ། ཆེ།,སློབ་དཔོན་དྷརྨཱ་ཀཱིརྟི།,863-934,ཆེ364བ8-400ན7,ཆེ326བ4-355བ5,,,,,,,,59,,ཆེ,326,b,355,b,,,,,,,,,,
511,རྒྱུད་གཞན་གྲུབ་པ་ཞེས་བྱ་བའི་རབ་ཏུ་བྱེད་པ།,12-9,ཚད་མ། ཆེ།,སློབ་དཔོན་དྷརྨཱ་ཀཱིརྟི།,941-950,ཆེ400ན7-404བ3,ཆེ355བ5-359ན7,,,,,,,,10,,ཆེ,355,b,359,a,,,,,,,,,,
512,རིགས་པའི་ཐིགས་པའི་ཕྱོགས་སྔ་མ་མདོར་བསྡུས་པ།,8-33,ཚད་མ། ཝེ།105,སློབ་དཔོན་ཀ་མ་ལ་ཤཱི་ལ།,258-277,ཞེ113ན-122བ,ཝེ92ན-99བ,,,,,,,,14,,ཝེ,92,a,99,b,,,,,,,,,,
513,རྩོད་པའི་རིགས་པའི་འགྲེལ་པ་དོན་རྣམ་པར་འབྱེད་པ།,7-10,ཚད་མ། ཞེ།106,ཤཱནྟ་རཀྵི་ཏ།,137-377,ཚེ་21བ2-137ན8,ཞེ51ན2-151ན6,,,,,,,,201,,ཞེ,51,a,151,a,,,,,,,,,,
514,དེ་ཁོ་ན་ཉིད་བསྡུས་པའི་ཚིག་ལེའུར་བྱས་པ།,7-7,ཚད་མ། ཟེ།107,སློབ་དཔོན་ཞི་བ་འཚོ།,3-326,འེ1བ-159བ,1བ-123ན,,,,,,,,246,,,1,b,123,a,,,,,,,,,,
515,དེ་ཁོ་ན་ཉིད་བསྡུས་པའི་དཀའ་འགྲེལ།,8-34,ཚད་མ། ཟེ་དང་འེ།107,སློབ་དཔོན་ཀ་མ་ལ་ཤཱི་ལ།,353-941དང་191-1800,འེ159བ2-431ན8དང་ཡེ1བ-405ན,ཟེ་133ན6-363ན7དང་འེ1བ-221བ,,,,,,,,461,441,ཟེ,133,a,363,a,འེ,1,b,221,b,,,,,
516,སྦྱོར་བ་བརྒྱ་པ།,1-117,གསོ་བ་རིག་པ།111,འཕགས་པ་ཀླུ་སྒྲུབ།,3-19,སེ1བ-9བ,ཧེ1བ-8བ,,,,,,,,15,,ཧེ,1,b,8,b,,,,,,,,,,
517,སྨན་འཚོ་བའི་མདོ་ཚིགས་སུ་བཅད་པ།,1-153,གསོ་བ་རིག་པ།111,འཕགས་པ་ཀླུ་སྒྲུབ་སྙིང་པོ།,23-31,སེ9བ-13བ,ཧེ8བ-12ན,,,,,,,,10,,ཧེ,8,b,12,a,,,,,,,,,,
518,སློབ་དཔོན་ཀླུ་སྒྲུབ་ཀྱིས་བཤད་པ་སྨན་ཨ་བའི་ཆོ་ག,1-118,གསོ་བ་རིག་པ།111,འཕགས་པ་ཀླུ་སྒྲུབ།,34-38,སེ13བ-15ན,ཧེ12ན-13ན,,,,,,,,3,,ཧེ,12,a,13,a,,,,,,,,,,
519,སྤོས་སྦྱོར་རིན་པོ་ཆེའི་ཕྲེང་བ་ཞེས་བྱ་བ།,1-119,སྣ་ཚོགས། ངོ114,འཕགས་པ་ཀླུ་སྒྲུབ།,937-938,གོ29བ-29བ,འདི་མི་གསལ།,,1,གོ,29,b,29,b,,,འདི་མི་གསལ།,,,,,,,,,,,,,,
520,སྤོས་ཀྱི་སྦྱོར་བ་རེའུ་ཆར་བྱས་པ།,1-120,སྣ་ཚོགས། ངོ།114,མགོན་པོ་ཀླུ་སྒྲུབ།,939-941,གི29བ-30ན,ངོ18ན-18བ,,,,,,,,0,,ངོ,18,a,18,b,,,,,,,,,,
521,རྟེན་ཅིང་འབྲེལ་པར་འབྱུང་བའི་དེ་ཁོ་ན་ཉིད་ཅེས་བྱ་བ།,1-121,སྣ་ཚོགས། ངོ།114,མགོན་པོ་ཀླུ་སྒྲུབ།,949-972,གོ32བ-42བ,འདི་མི་གསལ།,,21,གོ,32,b,42,b,,,འདི་མི་གསལ།,,,,,,,,,,,,,,
522,མོ་རྩིས་འཇམ་པའི་དབྱངས་ཞེས་བྱ་བ།,,སྣ་ཚོགས། ངོ།114,དཔལ་ལྡན་ཞི་བ་ལྷ།,1244-1258,གོ98ན-103བ,འདི་མི་གསལ།,,12,གོ,98,a,103,b,,,འདི་མི་གསལ།,,,,,,,,,,,,,,
523,ཤེས་རབ་བརྒྱ་པ་ཞེས་བྱ་བའི་རབ་ཏུ་བྱེད་པ།,1-122,སྣ་ཚོགས། ངོ།114,མགོན་པོ་ཀླུ་སྒྲུབ།,1292-1302,གོ140བ-145ན,ངོ99བ-103ན,,,,,,,,10,,ངོ,99,b,103,a,,,,,,,,,,
524,ལུགས་ཀྱི་བསྟན་བཅོས་ཤེས་རབ་སྡོང་བུ་ཞེས་བྱ་བ།,1-123,སྣ་ཚོགས། ངོ།114,མགོན་པོ་ཀླུ་སྒྲུབ།,1305-1330,གོ145ན-156བ,103ན-113ན,,,,,,,,21,,,103,a,113,a,,,,,,,,,,
525,ལུགས་ཀྱི་བསྟན་བཅོས་སྐྱེ་བོ་གསོ་བའི་ཐིགས་པ་ཞེས་བྱ་བ།,1-124,སྣ་ཚོགས། ངོ།114,མགོན་པོ་ཀླུ་སྒྲུབ།,1333-1342,གོ156བ-161ན,ངོ112ན-116བ,,,,,,,,8,,ངོ,112,a,116,b,,,,,,,,,,
526,འཕགས་པ་དགོངས་པ་ངེས་པར་འགྲེལ་པའི་མདོའི་རྣམ་པར་བཤད་པ།,9-17,སྣ་ཚོགས། ཆོ་དང་ཇོ་པ།,འཕགས་པ་ཐོགས་མེད།,1009-1739དང་3-449,ཅོ1བ1-352ན8དང་ཆོ1བ1-217ན3,ཆོ1བ1-293ན7དང་ཇོ1བ1-183བ7,,,,,,,,586,365,ཆོ,1,b,293,a,ཇོ,1,b,183,b,,,,,
527,བྱང་ཆུབ་སེམས་དཔའི་སྤྱོད་པ་ལ་འཇུག་པའི་སྨོན་ལམ།,6-7,སྣ་ཚོགས། ཉོ།116,སློབ་དཔོན་ཆེན་པོ་ཞི་བ་ལྷ།,1661-1668,མོ300ན-305ན,ཉོ312ན-315ན,,,,,,,,7,,ཉོ,312,a,315,a,,,,,,,,,,
528,རྡོ་རྗེའི་སྨོན་ལམ།,1-125,སྣ་ཚོགས། ཉོ།116,དཔལ་ཀླུ་སྒྲུབ།,1670-1672,འདི་ཆད།,ཉོ315ན-316ན,,,,,,,,3,,ཉོ,315,a,316,a,,,,,,,,,,
529,བྱང་ཆུབ་འབྱུང་བའི་སྨོན་ལམ།,1-126,སྣ་ཚོགས།་ཉོ།116,འཕགས་པ་ཀླུ་སྒྲུབ།,1674-1677,མོ304ན-305ན,ཉོ316ན-317ན,,,,,,,,3,,ཉོ,316,a,317,a,,,,,,,,,,
530,འཕགས་པ་ཀླུ་སྒྲུབ་ཀྱི་སྨོན་ལམ་ཞེས་བྱ་བ།,1-159,སྣ་ཚོགས། ཉོ།116,སློབ་དཔོན་ཀླུ་སྒྲུབ།,1681-1683,མོ306ན-306བ,ཉོ317བ-318ན,,,,,,,,4,,ཉོ,317,b,318,a,,,,,,,,,,
531,རྒྱལ་པོ་ལ་གཏམ་བྱ་བ་རིན་པོ་ཆེའི་ཕྲེང་བ་ལས་བྱུང་བའི་སྨོན་ལམ་ཚིགས་སུ་བཅད་པ་ཉི་ཤུ་པ།,1-163,སྣ་ཚོགས། ཉོ།16,འཕགས་པ་ཀླུ་སྒྲུབ།,1684-1687,མོ299ན-300བ,ཉོ318ན-319ན,,,,,,,,3,,ཉོ,318,a,319,a,,,,,,,,,,
532,རིགས་ཀྱི་སྨོན་ལམ་ཞེས་བྱ་བ།,17-96,སྣ་ཚོགས། ཉོ།16,དཔལ་མར་མེ་མཛད་ཡེ་ཤེས།,1688-1689,མོ306བ-307ན,ཉོ319ན-319བ,,,,,,,,0,,ཉོ,319,a,319,b,,,,,,,,,,
533,སློབ་དཔོན་ཀཱ་མ་ལ་ཤཱི་མའི་སྨོན་ལམ་མུ་གཉིས་མ་ཞེས་བྱ་བ།,8-35,སྣ་ཚོགས། ཉོ།16,ཀཱ་མ་ལ་ཤཱི་ལ།,1707-1709,མོ313ན-313བ,ཉོ324ན-324བ,,,,,,,,0,,ཉོ,324,a,324,b,,,,,,,,,,
534,སྨོན་ལམ་རིན་པོ་ཆེའི་རྒྱལ་པོ་ཞེས་བྱ་བ།,1-127,སྣ་ཚོགས། ཉོ།16,སློབ་དཔོན་ཆེན་པོ་ཀླུ་སྒྲུབ།,1714-1717,ལུ133ན-134ན,325བ-326བ,,,,,,,,3,,,325,b,326,b,,,,,,,,,,
535,བཀྲ་ཤིས་ཀྱི་ཚིགས་སུ་བཅད་པ།,1-128,སྣ་ཚོགས། ཉོ།16,འཕགས་པ་ཀླུ་སྒྲུབ།,1792-1795,མོ343ན-345ན,ཉོ346ན-347ན,,,,,,,,3,,ཉོ,346,a,347,a,,,,,,,,,,
536,བཀྲ་ཤིས་ཀྱི་ཚིགས་སུ་བཅད་པ།,1-129,སྣ་ཚོགས། ཉོ།16,འཕགས་པ་ཀླུ་སྒྲུབ།,1797-1802,མོ345ན-348བ,ཉོ347ན-349ན,,,,,,,,5,,ཉོ,347,a,349,a,,,,,,,,,,
537,འཕགས་པ་ཀླུ་སྒྲུབ་ཀྱི་ཞལ་སྔ་ནས་མཛད་པའི་མན་ངག་ཟབ་མོ།,1-130,སྣ་ཚོགས། ནོ།20,འཕགས་པ་ཀླུ་སྒྲུབ།,696-713,དོ249ན-257བ,ནོ286བ-294ན,,,,,,,,18,,ནོ,286,b,294,a,,,,,,,,,,
,,,,,,,,,548,,,,,,23733,3086,,,,,,,,,,,,,,,
,,,,,,,,,1,,,,,,40,5,,,,,,,,,,,,,,,
